Teacher,Title/Subject,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type,EID,
wir,RoomandRoommate matching system,2019,,,,"Nowaday, Life of university student need many facilities include accommodation or dorm that is the one of necessary thing. Meanwhile technology call phone is become one of most influential technology in our routine. Therefore making and developing website to finding dorm from phone and computer will make us find it easily than ever. But exist website has some restriction in system that can not doing. In addition managing system or roommate recommendation and matching system make us as developer see the opportunity to solve problems. As a result we have to develop and make website for finding dorms that can      manage roommate. Working system is to make users put in their information and other requirements such as prices, type of room, contracts, majors, degree and gender then system will matching similar requirements to other users of this website.",,,Special Project,,
ron,Pet-Connect,2019,,,,"Pet-connect is a web application that develop from platform that helps 
the cooperation among people in society.To help pets by using the function 
within the web application to provide convenience for pet owners and person 
need to provide helping with lost pet. When found lost pet, people who found 
can scan QR Code attached to the collar for inform location 
that found lost pet latest to pet owner.Make the helping efficiently and quickly.

Keywords: web application, platform, QR Code","web application, platform, QR Code",,Special Project,,
pho,Azzembly,2019,,,,"Tourism is a journey that to discover new places. It is traveling to
explore the place that we have never experienced before or the places that make one
feel fun and relax. Mostly, tourism is group activity; people enjoy tourism with friends,
family, relatives, and acquaintances. However, the problem that is encountered regularly
is that the free time of group members going out to travel is not the same. Therefore,
there is a form of group on social networks such as Facebook in order to find friends to
travel. 
	Nevertheless, the Facebook system does not yet support the specific filtering
function including the security, accuracy of user information on Facebook. It cannot be
trusted.
Hence, the project team has developed a travel companion system that
has a travel recommendation system to filter specific information to meet the needs of
users.
Keywords: Facebook, Recommendation system","Facebook, Recommendation system",,Special Project,,
nng,HomeOwnerHelpdesk,2019,,,,"HomeownerHelpdesk is conducted to notify the problems of people who 
buy real estate. To help the residents report various problems and follow up with 
smartphone . The residents can set time for staff to take corrective actions and also 
receive a warning message from staff if there is news to notify.This project to coordinate 
between  employees and  residents so that the employees can prioritize problems to help 
the residents full efficiency and make satisfaction.


Keywords: Satisfaction , Coordination
","Satisfaction , Coordination",,Special Project,,
nng,,2019,,,,"Nowadays, Office of Atoms for Peace (OAP) have a database
management system but that can be accessed everywhere, because of the closed
system to use at the office and entrepreneur the use of mail or go to the office. Cloud
storage to help provide access to information anywhere and enables operators to
request the license system online. Thus saving the time and expense of sending the
document in the mail or at the office.
              The purpose to Office of Atoms for Peace, the most comfortable in the
current authorities must act to fill in the database manually. Staff can access
information anywhere. Entrepreneur save transmission time and Office documents to
operator can request to shorten the time to do that, at least on paper. Develop a
database of Amazon Web Service (AWS), using Amazon Relational Database Service
(RDS) and use Amazon EC2 to connect to the database.",,,Special Project,,
pho,GroupUp,2019,,,,"The GroupUP appointment management system is a prototype system developed to help service Manage appointment times for large groups of people. With the system running on a mobile application There is a function to help users. Manage attendees, suggest a suitable day and time, suggest location matching with appointment and Track attendee expenses.
The author expects that the system will improve the current group appointment system.


Keywords: Time management, Scheduling times for large groups of people, Mobile application
","Time management, Scheduling times for large groups of people, Mobile application",,Special Project,,
onj,,2019,,,,"Children are valuable resources and are important to future domestic development. Children should be developed to be equipped with physical, mood, emotions, society and intellectuals to keep children quality, From education found that developing people who will be the most quality is the development of the early days of life in 0-5 years. But because the Thailand structure changes. Parents need to go out to work both, Single family in Bangkok, there is no time to pick up the child.

So developers have developed. ""Application for matching nanny services” To help facilitate the parent in service. It also helps to nanny to serve.

Application for matching nanny services divide the use of 2 parts. The first one for parents who can find nanny in the nearest area. The second one for nanny can choose to get a parenting request. For convenience to parents and nanny.

Keywords: Children, Parent, Nanny","Children, Parent, Nanny",,Special Project,,
yao,Tooth Pick,2019,,,,"The dentistry program at Thammasat University requires the fifth or higher year dentistry students to practice their skills with real patients via designed clinical courses. These courses are arranged in some fixed time slots. Students must organize themselves and book slots based on the availability of dental operatory bays, equipment and patient’s free time. In the past, students use Google Sheet as a bookkeeping of the timetable to reserve slots among them and use Discord to communicate the arrangement.
	The aim of this project is to develop a reservation system for the clinical courses for the dentistry students. The system is developed as a website using React.JS, PHP and MySQL. The main functionalities of the system are reserve slot, automatic schedule and assign time slot to students, exchange a slot among peers if desired. The system is easy to maintain and could help students to reserve and schedule the time slot easily. 
Keywords: reservation system, automatic schedule","reservation system, automatic schedule",,Special Project,,
pok,RECOMMEND TOURIST ATTRACTIONS KANCHANABURI WITH WEB APPLICATION,2019,,,,"To day, the tourism industry plays a role in Thailand's economy, including the development of information technology. Allowing tourists to search for tourist attractions of interest via the internet. Which recommends the tourist spots of most general websites, will introduce a wide range of tourist information. Causing tourists to not be recommended tourist attractions that are appropriate for their needs.
The developer has designed the website to recommend travel plans, Karnchanaburi. That can recommend travel plans that are most suitable for tourists, calculate travel expenses, recommend interesting places and important places in an emergency. To increase convenience in tourism planning for tourists who want to travel to Kanchanaburi.

Keywords: Travel plans, Recommended System, Travel","Travel plans, Recommended System, Travel",,Special Project,,
wan,Integration of Machine Learning and Electromactnetic Survey for Hydrocarbon Exploration,2019,,,,"Nowadays, petroleum industry has a new method call ‘Electromagnetic Survey for Hydrocarbon Exploration’ by releasing electromagnetic waves to the survey area and waiting to receive the reflected signal back. Once the measured results have been processed and analyzed by experts will be able to determine whether the liquid that appears inside the rock is water or petroleum.

	The purpose of this research is to study the guidelines for applying machine learning techniques to analyze the data received from reflections from the survey area with the aim of reducing the time spent by experts. And increase the accuracy in data analysis. This research will compare the algorithms used to analyze the survey data with a focus on supervised learning and unsupervised learning to find the most accurate method.
	
The experiments of the producer are made in two ways, which are The statistical values and the machine learning patterns The results of both accuracy and duration will be compared in order to see whether the integration of machine learning knowledge in the survey is really useful or not.
Keywords: machine learning, supervised learning, unsupervised learning","machine learning, supervised learning, unsupervised learning",,Special Project,,
pho,My Mood Day,2019,,,,"Depression is becoming a threat to people on both genders and in every range of ages. The World Health Organization (WHO) have found that there are more than 300 million of depression sufferers worldwide, with at least a person committing suicide per 40 seconds. 
	As a countermeasure to prevent the said threat, Mood Tracking was invented as a psychological technique that helps patients by recording their emotions daily and adjusting them based on the statistics. There are currently mood-tracking applications created for that purpose and have been widely used in various countries. Although unfortunately, It is crucial to raise a point that there is not a single one of said applications available for Thai patients at the moment.
	For this reason, the students of the Bachelor of Science Program in Computer Science, Thammasat University, decided to invent the mood-tracking application specifically for Thai patients in the academic year of 2019. Although, it is noted that the risk of patients causing self-harm could not be determined simply by tracking emotions. Moreover, some of the users also suggested that the application is not appealing and difficult to interact. Subsequently, the developers took note to the feedback and improved the application by introducing the ability to diagnose the risk of suffering from depression or bipolar disorder, and the risk of causing self-harm. 
	The application would determine the risk by assessing the written text of patients using trie-based natural language processing.

Keywords: Depression, Bipolar Disorder, Mental Health","Depression, Bipolar Disorder, Mental Health",,Special Project,,
scw,Alzheimer’s patient screening system from brain image,2019,,,,"Alzheimer's patient screening system from brain imaging Developed for the
study of the use of image processing techniques to analyze brain images by being
able to separate normal and human brain with Alzheimer's disease. As for the image
processing techniques, there are a variety of algorithm applications, so it is a
challenge to choose which method of creating this project.
The format of the system is created in the form of a web application by
allowing the user to select their own brain image and the system will compare that
world with the original image processed as a result. Can tell the user whether their
photo is Alzheimer's or not is Alzheimer's

Keywords: Alzheimer's , image processing, brain image","Alzheimer's , image processing, brain image",,Special Project,,
scw,"Mobile Application For Pterygium Analysis
",2019,,,,"Cataracts caused by human behavior are Pinguecula is a disease caused by abnormal tissue that 
turns into a benign tumor in the sclera conjunctiva can be observed with the naked eye and still able 
to grow into the cornea. In the case that it has spread into the cornea, it will be called Pterygium. 
The cause of cataracts comes from the eyes that are exposed to wind, sun, sunlight, dust, heat, and radiation. 
Pterygium will affect the vision a lot because the tissue has spread into and obscure the vision of the eyes. 
When the doctor found that the tissue began to spread to the black eye and the size of the cataract is so large 
that the doctor can see that it penetrates into the iris or is frequently inflamed, the doctor may consider surgery to remove. 
To measure the size of pterygium in the eyes, it is necessary to use medical tools. For treatment it is necessary to be diagnosed 
by a medical specialist. By using medical devices to measure pterygium size. In which the same patient has to undergo medical 
examination multiple times, results may vary by deviation
     Therefore, developers have created an application for measuring the size of pterygium with image processing 
for helping physicians in classifying and measuring pterygium sizes of patients. Resulting in pterygium size measurement more 
effective and reduce the discrepancy of results. Which the system will analyze and shows that what percentage of the pterygium 
that spread into the black eye or width and length of the pterygium to be suitable for medical treatment.

Keyword : Application for measuring the size of pterygium",Application for measuring the size of pterygium,,Special Project,,
pok,,2019,,,,"The corona virus, or Covid-19, is a virus that has spread worldwide, changing people's lifestyle. Many situations and problems cause people to adjust. Including how to closely monitor the risk areas for infection, the epidemic situation 	Therefore, the author sees the problem of tracking the source of the data of infected people and the risk areas and therefore has an idea and interested in developing a chat bot which is the center for tracking news about coronary virus or Covid-19.
",,,Special Project,,
pho,Practeeth,2019,,,,"Oral abnormalities screening is an important and necessary dental
procedure for the diagnosis and planning of oral health care. This is considered
to stop the disease process and maintain good oral health. Having someone with
basic dental knowledge to help screen basic oral disorders is a good thing.
However, those with basic dental knowledge are not able to receive training only.
It is necessary to go through a certain level of practice in order to be able to
perform screening for abnormalities in the mouth correctly and efficiently. But
practical training is difficult and has many limitations, such as after the training
is completed there is no source of knowledge to review and practice screening
skills for oral disorders.
    The system developers have the idea to develop media in the form
of mobile application for screening dental disorders by bringing the concepts of
E- learning into use. The system consists of 3 parts which are learning section,
assessment section, and the screening tools. To be a tool for improving the
potential of oral screening for Village Health Volunteers (VHV) and nurses to have
more knowledge and expertise.
Keywords: Oral Screening Tools, Dental, E-learning.","Oral Screening Tools, Dental, E-learning.",,Special Project,,
wan,CSTU Academic Information System,2019,,,,"Department of Computer science at Thammasat University have to work with a lot of information, some are in form of papers, some are in form of .xlsx files. And we have no database that storage all information together. So it could make Ineffective decisions about both of academic and student affairs part. Regarding to this problem the project team decided to develop a web application which gather all necessary information together and display information which will help staff or related person making more effective decision.
CSTU Academic Information System includes two parts. First is database management part. This part is for storage necessary information into database. We designed to allows administrator to import data by typing data in form and importing file to database. Second is data visualization part. This part is for display data from database in form of dashboard which contains understandable clearly and up to date information.
Finally, we expect that our CSTU Academic Information System will be helpful to all staffs and related persons at Department of Computer science to making more effective decision and making useful plan for our department in the future",,,Special Project,,
was,Performance test  for WebRTC technology,2019,,,,"In the past, real-time communication via voice or video required technology. Signal processing That is owned by a group of people or a company, and users need to install additional plug-ins or other applications in order to be able to use, which makes it a limitation to applications in this way.
Currently, WebRTC has developed a real-time data communication system. Such as audio, video through a Web Browser that supports the HTML 5 standard without using a device additional programs or plug-ins Which can be done directly through a browser that supports WebRTC.
The objective of this project is to test the WebRTC system in the video streaming, taking about video quality received by the user, and therefore tested the latency, Bit rate. And also test video resolution suitable for use 

Keywords: WebRTC, Low latency, Video Streaming, Bit rate, WebRTC","WebRTC, Low latency, Video Streaming, Bit rate, WebRTC",,Special Project,,
wil,,2019,,,,"At present, there are many car users. When the drivers use the parking lot of various places such as government buildings, hospitals, shopping malls, etc., the drivers will encounter problems, because the drivers cannot know the vacancy of the parking lot. Traffic inside the parking lot is stuck. Resulting in people who use the service to waste time and waste fuel to find parking spaces.The objective of this research is to develop a parking management system by using the Arduino UNO R3 SMD and Ultrasonic Module HC-SR04 Distance Sensor by using the parking sensor to display the signal through the signal light. When users use it in various parking places, it will help car users save time in finding parking spaces, reduce pollution and reduce costs due to fuel waste.

Keywords: parking, sensor ultrasonic","parking, sensor ultrasonic",,Special Project,,
wil,The Spammail Detection System with Privacy Concern,2019,,,,"Nowadays, Spam mail has been causing damages and annoyances to users. Most of the email providers are still not be able to detect spam mail effectively. The process of detecting spam mail has to access data inside in order to determine whether it is a spam mail or not. Therefore, users can not protect their privacy. On the other hand, Spam mail detector will help identifying spam mail without accessing data inside so as to keeps user’s privacy.
	The process of Spam mail detector starts when users turn the Spam mail detector on. The program will use header of the email to calculate points based on rule and score that was defined. After process completed, Program will add spam status and spam score into email header for specific that email’s a spam mail or not. The program is able to evaluate the success rate by compare f-measure score with SpamAssassin’s score and the result show that detection of system has efficiency score close to detection of SpamAssassin.

Keywords: Spam Mail, Spam Mail Detector, SPF, DKIM, SMTP, Mail
","Spam Mail, Spam Mail Detector, SPF, DKIM, SMTP, Mail",,Special Project,,
pak,SILENCE BROKEN KEYBOARD APPLICATION,2019,,,,"Communication is important for a good relationship. But sometimes people don't know 
how to communicate for maintaining relationship. This project aims to develop application 
that can help users with dialogue suggestion methods and solve problems if users do not know what to talk.

Keywords: Keyboard Application, Conversation, Recommendation System","Keyboard Application, Conversation, Recommendation System",,Special Project,,
pok,PM 2.5 Tracker,2019,,,,"This research can be accomplished because of kindly assistance, advice, and checking for various defects. As well as equipment support from Dr.Pokpong Songmuang, a special project advisor. Until the project was accomplished well The producer wishes to thank you very much for this opportunity.
Thank you to the friends and brothers from the Department of Computer Science that provide advice and answers to various questions.
Thank you to the parents for always encouraging me.
Mr. Ritthinon Soontornarom",,,Special Project,,
ron,Development of Web Application and Analytic Data Dashboard Using Message Queue,2019,,,,,,,Special Project,,
wir,,2019,,,,,,,Special Project,,
pak,Application for Thai pronunciation practice,2019,,,,"This project presents an Application for Thai Pronunciation Practice. 
The Application can identify wrong pronouns word then give scores to user and record high score in application.
This application used CMUSphinx,an Automatic Speech Recognition Technology by create new Acoustic Model 
for systems to identify wrong pronouns word. We expects this project can help Application 
Users to learn about how to pronouns word in Thai correctly.

Keywords: Speech Recognition Technology, Acoustic Model, Difficult Word in Thai Language.","Speech Recognition Technology, Acoustic Model, Difficult Word in Thai Language.",,Special Project,,
tan,Big Data Analysis System for Real-Time Extracting an Important Event on Twitters,2019,,,,"In this research, we present a big data analysis system for real-time detection 
of important events on Twitter, consisting of 3 steps. First, all tweets relating 
to university in Thailand were collected and prepared for further analysis. 
Then, those tweets were presented to Twitter’s users to provide trends relating 
to university in Thailand and in-depth information also available such as 
number of retweets per minutes, popular tweets for a period of time, etc. 
Lastly, the events data collected from Twitter were analyzed by using 3 attributes 
which are the average slope, the difference between the maximum and the minimum slopes,
and the cumulative number of retweets. After comparison of 3 evaluation metrics; 
accuracy, precision, and recall, the results are (a) the average slope at 7.5 threshold 
has the highest accuracy which equals to 92.65% (b) the average slope at 9.75 
has the highest precision of 80% (c) the cumulative number of retweets at 23.1 threshold 
has the highest recall of 55.10%

Keywords: Data collection, Data preparation, Twitter’s data collection system, 
Twitter’s data analysis","Data collection, Data preparation, Twitter’s data collection system, 
Twitter’s data analysis",,Special Project,,
pok,Robot for Education using Block-based Programming,2019,,,,"Nowadays, robotics education is increasingly used in education. This project is a project that develops educational robots that 
integrate with drag-and-drop programming using the Arduino circuit developed from the Google Blocky program from Google 
since Thailand has not yet developed robotics for education using drag-and-drop programming using Arduino language. 
And use only drag-and-drop programming makes children unable to see tangible results


Keywords: Arduino, Google Blockly, Drag-and-Drop Programming","Arduino, Google Blockly, Drag-and-Drop Programming",,Special Project,,
wan,Water Quality Classification using Data Mining Technique: A case study on Wang river.,2019,,,,"In order to survive, the creatures need water, food, air, and residency. However, there are many water crises that influence water quality or cause water shortages. Rivers, which are important freshwater sources for human consumption, are often waste caused by their activities. This research utilizes data mining techniques to create classification models for water quality issues. The results are used in the application to alert the public about water quality problems that are aimed at changing their behavior. The data set consists of nine input features to identify dissolved oxygen in the next quarter, divided into two levels: ""good"" and ""bad"". The process of data preparation using various methods applies to the raw data before creating the classification model. This research proposes neural networks with a multilayer perceptron type 2 and k-nearest neighbor as a classifier called MLP2-kNN. The results show that the proposed model is more effective when compared to various MLP algorithms. The classification rate is more than 0.95 while the F-score of both two classes is more than 0.9. Finally, the proposed model is implemented on the web application to report and prepare for water utilization planning.
Keywords: Water quality classification, Data Mining, Neural networks, k-nearest neighbor.","Water quality classification, Data Mining, Neural networks, k-nearest neighbor.",,Special Project,,
pok,Smart Grow Box,2019,,,,"Indoor plants is one of the way to plants that does not grow in nature environment, 
there is a simple way to plant but there is also a trouble.There are many growth factors 
must be controlled such as temperature ,humidity ,light and soil moisture.Grower need to have 
knowledges ,patience and high of responsibility for planting.This project intend to bring technology 
to help in planting that the grower can control these growth factors via application on smartphone in 
order to make life easier for planting, also the result will be as expected and correct.",,,Special Project,,
rdk,Healthy Food Recommendation Robot,2019,,,,"Health care received a lot of attention today. Nutrition information is a part of important health care. Network nutritional recommendation system is another channel that has useful. For the chat bot system, the introduction of this nutrition information has calculate The body mass index (BMI), Basal metabolic rate (BMR), Calorie value and recommend a healthy food menu.
Chat bot system for nutrition information recommendations to chat and collect individual data for calculate  The body mass index (BMI) , Basal metabolic rate (BMR) , Calorie value of nutrients that must be received at each age to set a  goal and recommend to recommend a healthy food menu from the assessment of usage from the system trial.",,,Special Project,,
rdk,,2019,,,,"Depression has caused loss to the family and loved ones. If knowing beforehand and able to accept, it will help reduce the loss that can occur. The producer has therefore developed Chatbot Friends to talking to be like ears and eyes for the observation that will help depression person to know they are, and able to return to normal life. The system will screen normal and depressed people. After the system gets the group of depression people then the chatbot will start chatting with the user. In conversation will be a conversation to create peace of mind.
For people with depression will feel better and hope that this chatbot will help reduce depression person then can live like as normal people.",,,Special Project,,
wil,QuickShow - Web Presentation & Slide Show,2019,,,,"Data collection can be a tedious task. If there are lots of data to work with, the team might not have enough time to make an attractive presentation, and when the presentation is not attractive, they tend to be ignored no matter now useful their data can be. This project has a goal to help those people, by focusing on user communication and user collaboration. By separating workspace, unlike existing solution, user will theoratically be more focused on the task they're assigned to, thus the job can be closed quicker. 

Keywords: presentation, slide, collaboration.","presentation, slide, collaboration. ",,Special Project,,
pok,Guitar Function Box,2019,,,,"Guitars Function Box was developed Equipment from Board Arduino by C language in order to control the process of working and ordering. This instrument was developed to work with musical instruments such as the electric guitar and acoustic electric guitar by passing through amplifier. Guitar Function Box can change the guitar’s sound from the basic (original). Processes of work is similar to the guitar effect pedal, when you pressed the buttons the sound will change. And If you pressed the button again the voice will change to be normal.",,,Special Project,,
rat,,2019,,,,"Loan of equipment in the TONKIT Laboratory at CSTU has no management system for managing equipment information or recording loan data or tracking loan status. Those who would like to borrow an equipment just need to ask for admin lecturer’s permission.
This makes it hard to keep track of equipment that students borrowed and whether they have returned the borrowed equipment or not. Because there is no management system for equipment borrowing that records loaning data or tracking equipment loaning for the TONKIT Laboratory.
      This project designed and developed the Equipment Loan Management System for the TONKIT Laboratory to help recording and tracking equipment loan within the laboratory. This system used QR Code to identify equipment and provide convenience when checking out and returning the equipments. It also reduces errors and redundancy in equipment loaning. The system is divided into two parts : a web application and a mobile application.System Administrators can use both the web application and the mobile application while general users can use the mobile application.The applications are easy to use and do not pose any learning curve for the users
Keywords: Equipment Loan management, Loan Version Control, QR Code.","Equipment Loan management, Loan Version Control, QR Code.",,Special Project,,
wdp,DISCRETE STRUCTURES,2013,,,,"Intensive introduction to discrete mathematics as applied in computer science: 
Basic logic and its main application in Digital logic, proof techniques, sets, functions, 
relations, Boolean algebra, basic of counting, and graphs.",,,Course,,
nng,DISCRETE STRUCTURES,2013,,,,"Intensive introduction to discrete mathematics as applied in computer science: 
Basic logic and its main application in Digital logic, proof techniques, sets, functions, 
relations, Boolean algebra, basic of counting, and graphs.",,,Course,,
,DISCRETE STRUCTURES,2018,,,,"Intensive introduction to discrete mathematics as applied in computer science: 
Basic logic and its main application in Digital logic, proof techniques, sets, functions, 
relations, Boolean algebra, basic of counting, and graphs.",,,Course,,
wdp,DISCRETE STRUCTURES,2018,,,,"Intensive introduction to discrete mathematics as applied in computer science: 
Basic logic and its main application in Digital logic, proof techniques, sets, functions, 
relations, Boolean algebra, basic of counting, and graphs.",,,Course,,
nng,DISCRETE STRUCTURES,2018,,,,"Intensive introduction to discrete mathematics as applied in computer science: 
Basic logic and its main application in Digital logic, proof techniques, sets, functions, 
relations, Boolean algebra, basic of counting, and graphs.",,,Course,,
wlr,COMPUTER PROGRAMMING FUNDAMENTALS,2013,,,,"Algorithmic problem solving, structural design and programming, programming 
language syntax and semantics, data types, control structures, functions and parameter 
passing, recursive functions, testing and debugging",,,Course,,
,PROBLEM SOLVING BASICS AND COMPUTER PROGRAMMING,2018,,,,"Algorithmic problem solving, structural design and programming, programming 
language syntax and semantics, data types, control structures, functions and parameter 
passing, recursive functions, testing and debugging",,,Course,,
wlr,PROBLEM SOLVING BASICS AND COMPUTER PROGRAMMING,2018,,,,"Algorithmic problem solving, structural design and programming, programming 
language syntax and semantics, data types, control structures, functions and parameter 
passing, recursive functions, testing and debugging",,,Course,,
scw,PROBLEM SOLVING BASICS AND COMPUTER PROGRAMMING,2018,,,,"Algorithmic problem solving, structural design and programming, programming 
language syntax and semantics, data types, control structures, functions and parameter 
passing, recursive functions, testing and debugging",,,Course,,
skn,INTRODUCTION TO COMPUTER PROGRAMMING,2013,,,,"Introduction to algorithmic problem solving, structural design and programming, 
programming language syntax and semantics, data types, control structures, functions and 
parameter passing.",,,Course,,
scw,INTRODUCTION TO COMPUTER PROGRAMMING,2013,,,,"Introduction to algorithmic problem solving, structural design and programming, 
programming language syntax and semantics, data types, control structures, functions and 
parameter passing.",,,Course,,
nth,INTRODUCTION TO COMPUTER PROGRAMMING,2013,,,,"Introduction to algorithmic problem solving, structural design and programming, 
programming language syntax and semantics, data types, control structures, functions and 
parameter passing.",,,Course,,
ojs,INTRODUCTION TO COMPUTER PROGRAMMING,2018,,,,"Introduction to algorithmic problem solving, structural design and programming, 
programming language syntax and semantics, data types, control structures, functions and 
parameter passing.",,,Course,,
yao,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,2013,,,,"Programming using Application Programming Interface, user interface programming including streams and files, data collection library, and event-driven programming.",,,Course,,
,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,2013,,,,"Programming using Application Programming Interface, user interface programming including streams and files, data collection library, and event-driven programming.",,,Course,,
wjr,DATA STRUCTURES,2009,,,,"Introduction to algorithm analysis, data abstraction, and fundamental data 
structures including linear data structures and nonlinear data structures, dynamic storage 
allocation, searching and sorting techniques.",,,Course,,
,DATA STRUCTURES,2009,,,,"Introduction to algorithm analysis, data abstraction, and fundamental data 
structures including linear data structures and nonlinear data structures, dynamic storage 
allocation, searching and sorting techniques.",,,Course,,
,DATA STRUCTURES,2013,,,,"Introduction to algorithm analysis, data abstraction, and fundamental data 
structures including linear data structures and nonlinear data structures, dynamic storage 
allocation, searching and sorting techniques.",,,Course,,
wjr,DATA STRUCTURES,2013,,,,"Introduction to algorithm analysis, data abstraction, and fundamental data 
structures including linear data structures and nonlinear data structures, dynamic storage 
allocation, searching and sorting techniques.",,,Course,,
,DATA STRUCTURES,2013,,,,"Introduction to algorithm analysis, data abstraction, and fundamental data 
structures including linear data structures and nonlinear data structures, dynamic storage 
allocation, searching and sorting techniques.",,,Course,,
,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,2013,,,,Practicum to enhance programming knowledge in CS211 course.,,,Course,,
,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,2013,,,,Practicum to enhance programming knowledge in CS211 course.,,,Course,,
pkw,COMPUTER ORGANIZATION AND ARCHITECTURE,2013,,,,"Data representation, assembly level organization, memory systems, interfacing and communication, functional organization, multiprocessors and alternative architecture, performance enhancement, and contemporary architectures",,,Course,,
wdc,COMPUTER ORGANIZATION AND ARCHITECTURE,2013,,,,"Data representation, assembly level organization, memory systems, interfacing and communication, functional organization, multiprocessors and alternative architecture, performance enhancement, and contemporary architectures",,,Course,,
ddp,COMPUTER ORGANIZATION AND ARCHITECTURE,2013,,,,"Data representation, assembly level organization, memory systems, interfacing and communication, functional organization, multiprocessors and alternative architecture, performance enhancement, and contemporary architectures",,,Course,,
nth,HUMAN INFORMATION PROCESSING,2013,,,,"Introduction to research and theory on topics in human information processing 
including perception, attention, pattern recognition, memory, representation of 
knowledge, language, problem solving, reasoning, and learning, with emphasis on the 
relationship to computer models of these processes and implications of this body of 
knowledge for building information systems",,,Course,,
,INTRODUCTION TO SOFTWARE ENGINEERING,2013,,,,"Fundamental of software engineering principles, software development methodology,
software process models, basics of software project planning and project management, 
basics of time and cost estimation, requirement elicitation and specification, software 
analysis and design, concept of software architecture, software construction techniques 
including design pattern, component-oriented development, basics of verification and 
validation, software evolution, software development environment, and sample of CASE
tools",,,Course,,
ssr,INTRODUCTION TO SOFTWARE ENGINEERING,2013,,,,"Fundamental of software engineering principles, software development methodology,
software process models, basics of software project planning and project management, 
basics of time and cost estimation, requirement elicitation and specification, software 
analysis and design, concept of software architecture, software construction techniques 
including design pattern, component-oriented development, basics of verification and 
validation, software evolution, software development environment, and sample of CASE
tools",,,Course,,
,INTRODUCTION TO SOFTWARE ENGINEERING,2013,,,,"Fundamental of software engineering principles, software development methodology,
software process models, basics of software project planning and project management, 
basics of time and cost estimation, requirement elicitation and specification, software 
analysis and design, concept of software architecture, software construction techniques 
including design pattern, component-oriented development, basics of verification and 
validation, software evolution, software development environment, and sample of CASE
tools",,,Course,,
ssr,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,2013,,,,"Principle of advanced object-oriented programming, abstract classes, interfaces, inheritance, threads, advanced distributed programming, streams, serialization, inspection, reflection, event-driven programming, exception handling and case studies.",,,Course,,
mvp,SOFTWARE PROCESS AND QUALITY ASSURANCE,2013,,,,"Study essential components of software process including activities, methods, and 
practices used to develop and maintain software development including its work 
products. Introduce basic knowledge of process and product quality assurance, how to 
define quality for measures and measurement",,,Course,,
pkw,SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT,2013,,,,"Quantify many aspects of requirement processes include eliciting, analyzing, negotiating, specifying, validating and basic principle of managing requirements introduce methods, techniques and tools used to define, document and ensure customer satisfaction",,,Course,,
nng,SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT,2013,,,,"Quantify many aspects of requirement processes include eliciting, analyzing, negotiating, specifying, validating and basic principle of managing requirements introduce methods, techniques and tools used to define, document and ensure customer satisfaction",,,Course,,
mvp,SOFTWARE PROCESS AND QUALITY ASSURANCE,2009,,,,"Study essential components of software process including activities, methods, and practices used to develop and maintain software development including its work products. Introduce basic knowledge of process and product quality assurance, how to define quality for measures and measurement.",,,Course,,
,ART AND DESIGN FOUNDATIONS,2013,,,,"Fundamentals of art and design; color theory; composition, layout, 2D expression:ู painting and drawing; 3D expression: handmade, computer aided; overview of theoretical, practical and historical aspects of animation, film and video, game design, sound and audio, web design; creativity and ideation; impact: media as a social, cultural and political force",,,Course,,
wdp,NET-CENTRIC COMPUTING 1,2009,,,,"Study network standards, client-server models, internet protocol, network management, basic concepts of distributed computing, multimedia systems, mobile and wireless computing, and network security.",,,Course,,
tnt,NET-CENTRIC COMPUTING 1,2009,,,,"Study network standards, client-server models, internet protocol, network management, basic concepts of distributed computing, multimedia systems, mobile and wireless computing, and network security.",,,Course,,
wdp,NET-CENTRIC COMPUTING 1,2013,,,,"Study network standards, client-server models, internet protocol, network management, basic concepts of distributed computing, multimedia systems, mobile and wireless computing, and network security.",,,Course,,
,NET-CENTRIC COMPUTING 1,2013,,,,"Study network standards, client-server models, internet protocol, network management, basic concepts of distributed computing, multimedia systems, mobile and wireless computing, and network security.",,,Course,,
pkl,MOBILE APPLICATION DEVELOPMENT,2013,,,,"Developing landscape of mobile applications, web-based mobile applications, mobile platforms, the specific constraints and requirements of user interface design for limited-resource devices, conceptual overview, design issues, and practical development issues",,,Course,,
nth,COMPUTER SIMULATION AND FORECASTING TECHNIQUES IN BUSINESS,2013,,,,"Study basic concepts of simulation including design, experiment, testing and evaluating, constraints of simulation techniques and their uses in business decision, concepts and techniques of quantitative and qualitative forecasting and their applications in businesses.",,,Course,,
,DOCUMENT INDEXING AND RETRIEVAL,2013,,,,"Theories and techniques on computerized document indexing and retrieval.ูู Topics include Boolean model, vector model, text processing and analysis, evaluation of document retrieval systems, Web-based search engines.",,,Course,,
